#SampleID,physical_specimen_remaining,qiita_study_id,env_biome,env_feature,sample_type,longitude,latitude,description
14989.soil.ctrl.UTK.K016.08.2017.Jan.19.day13,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.08.2017.Jan.19.day13
10143.004.4.25.2013.Soil.Head.SiteA,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,004.4.25.2013.Soil.Head.SiteA
2024.birth.MNIH48N.BFF10A.BM,FALSE,2024,dense settlement biome,hospital,breast milk,32.75,2.75,breast milk sample birth.MNIH48N.BFF10A.BM
2378.mass.control.2.1,FALSE,2378,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,mass.control.2.1
213.KE18,FALSE,213,temperate mixed forest biome,forest soil,soil,-93.2,45.2,soil metagenome
1792.ABS8,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.70245,42.75396,ABS8 from site Bulk Soil
13114.stegen.38.s007,TRUE,13114,subpolar coniferous forest biome,stratum,soil,-147.4865656,65.16143193,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost"
14989.soil.ctrl.SHSU.2016.024.2016.04.20.day6,FALSE,14989,dense settlement biome,research facility,soil,-95.476,30.745,11271.soil.ctrl.SHSU.2016.024.2016.04.20.day6
14989.soil.hip.UTK.K016.08.2017.Jan.24.day18,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.hip.UTK.K016.08.2017.Jan.24.day18
1721.R27B,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample R27B
1721.B6T,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample B6T
1530.NC.C.U4.D3.84,FALSE,1530,permafrost biome,forest soil,soil,-146.592,65.367,Nome Creek Control  U4 Depth 20-30cm
1883.2009.125.Crump.Artic.LTREB.main.lane3.NoIndex,TRUE,1883,tundra biome,tundra,soil,-149.60125,68.59688333,bank soil
11116.A20C103.1198243,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I27A078
1792.C32A61,TRUE,1792,cropland biome,plant-associated habitat,soil,-92.33407,38.95171,C32A61 from site MS71
2105.CP717.r,TRUE,2105,urban biome,park,soil,-73.95523,40.7936,CP717 soil sample from Central Park
2105.CP697.r,TRUE,2105,urban biome,park,soil,-73.95966,40.79654,CP697 soil sample from Central Park
2378.summer.control.15.2,FALSE,2378,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,summer.control.15.2
10278.T1.B4.5,FALSE,10278,temperate grassland biome,sphagnum bog,peat,-4.079565,53.141159,peat.timepoint1.bog.5cm.droughted
14989.soil.ctrl.UTK.K016.12.2017.05.28.day4,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.12.2017.05.28.day4
10141.BLANKplate6.25,TRUE,10141,urban biome,research facility,control blank,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
2105.CP248,TRUE,2105,urban biome,park,soil,-73.96593,40.7796,CP248 soil sample from Central Park
1024.SH008.C6.HA.4.344.leav.9.11.Gilbert.Merlot.miseq.S0.L001.001,TRUE,1024,cropland biome,vineyard,leaves,-72.52843,41.0144,Leaves
755.SSFA.L3.3.D30.21.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
353.Female.D3.80.Axilla.Rep3,FALSE,353,urban biome,human-associated habitat,axilla,-105.27,40.01,Female day 3 -80C Axilla Rep3
2382.SH007.C6.RH.3.712.rhizo.9.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,rhizosphere,-72.52847,41.0149,Rhizosphere
2382.HE003.C181.HA.5.774.leav.9.12.lane8.NoIndex.L008.sequences,TRUE,2382,cropland biome,vineyard,leaves,-72.53056,41.01036,Leaves
14989.soil.hip.SHSU.2016.076.2016.12.02.day11,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.hip.SHSU.2016.076.2016.12.02.day11
11116.L15A064.1195718,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L10.6
1721.R16M,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample R16M
755.SSFB.L3.D50.21.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
14989.soil.ctrl.UTK.K016.05.2016.09.26.day1,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.05.2016.09.26.day1
2382.SH004.C1.RH.5.625.gp.9.12.lane8.NoIndex.L008.sequences,TRUE,2382,cropland biome,vineyard,grapes,-72.52841,41.01489,Grapes
2107.VC1,FALSE,2107,temperate mixed forest biome,forest soil,soil,-106.55,35.9,"Soil - Valles Caldera, NM, USA"
1792.U537A62,TRUE,1792,cropland biome,plant-associated habitat,soil,40.11059,-88.20727,U537A62 from site Ki11
353.Male1.D3.80.Fecal.Rep2,FALSE,353,urban biome,human-associated habitat,feces,-105.27,40.01,Male1 day 3 -80C Fecal Rep2
11116.C08A64.1194644,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample C26A65
2105.CP589,TRUE,2105,urban biome,park,soil,-73.96864,40.78574,CP589 soil sample from Central Park
659.NZFACE.R6.warm,TRUE,659,cropland biome,pasture,soil,175.267,-40.017,soil sample from rhizosphere soil of ryegrass from Ring 6 of NZ FACE expt . In ring 6 pasture atmosphere is enriched with ambient CO2 throughout photoperiod and throughout photoperiod since 1997. area exposed to warming treatment since 2009
13114.control.soil.under.rock.near.century.plant,not applicable,13114,urban biome,soil,soil,-117.25,32.5,control soil from UCSD
2378.mass.50kg.6.1,FALSE,2378,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,mass.50kg.6.1
10363.AC46,FALSE,10363,coniferous forest biome,rhizosphere,rhizome,-105.207083,40.631738,"Physaria bellii non HA, Cloudy Pass (non-seleniferous)"
1024.SH005.C3.RH.3.264.leav.9.11.Gilbert.Merlot.miseq.S0.L001.001,TRUE,1024,cropland biome,vineyard,leaves,-72.52817,41.01534,Leaves
2382.SH008.C6.HA.3.737.rhizo.9.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,rhizosphere,-72.5285,41.01446,Rhizosphere
11116.I17A092.1196000,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L12A076
10145.7th.4A,TRUE,10145,marine benthic biome,high tide zone,beach sand,-128.15,51.64,7th-4A sample swash
990.KA2F.E.25,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841125,Block_2_Fertilized_station_E_position_25 KA2F.E.25
2105.CP347,TRUE,2105,urban biome,park,soil,-73.97315,40.77429,CP347 soil sample from Central Park
10142.011.4.8.2013.Soil.LHip.SiteC,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,011.4.8.2013.Soil.LHip.SiteC
2378.mass.50kg.2.2,FALSE,2378,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,mass.50kg.2.2
14989.soil.ctrl.UTK.K016.02.2016.04.16.day4,FALSE,14989,dense settlement biome,research facility,soil,-83.939774,35.940959,11271.soil.ctrl.UTK.K016.02.2016.04.16.day4
2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,rhizosphere,-72.52841,41.01489,Rhizosphere
10156.6,TRUE,10156,freshwater biome,freshwater wetland,wetland soil,-76.4587417,42.5635028,wetland soil sample  6
619.UT.15.44,FALSE,619,temperate grassland biome,grassland,soil,-112.4557424,40.17620563,soil core
10145.7th.2.5B,TRUE,10145,marine benthic biome,high tide zone,beach sand,-128.15,51.64,7th-2.5B sample ground water seepage
1037.IDF2.REF.MIN,TRUE,1037,temperate grassland biome,luvisol,soil,-120.3,50.93,luvisol IDF2-REF-MIN
11116.I01A098.1195328,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A.wk20.4b
10141.BLANKplate6.22,TRUE,10141,urban biome,research facility,control blank,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
1618.AL.Exp.P12D28,FALSE,1618,urban biome,animal-associated habitat,salamander skin,-79.1844,38.5098,Salamanders in Soil
14989.soil.ctrl.CMU.16.05.2016.mo.day7,FALSE,14989,dense settlement biome,research facility,soil,-108.55,39.08,11271.soil.ctrl.CMU.16.05.2016.mo.day7
11116.A10D064.1194468,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A20B067
2104.CP463.r,FALSE,2104,urban biome,park,soil,-73.96291,40.79261,soil
1526.Stillton0R2,TRUE,1526,Large river biome,dam,soil,-110.7,37.495,GlenCanyon_sc1r2
14989.soil.ctrl.SHSU.2016.024.2016.04.26.day12,FALSE,14989,dense settlement biome,research facility,soil,-95.476,30.745,11271.soil.ctrl.SHSU.2016.024.2016.04.26.day12
11116.L05A082.1196146,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L27A092
13559.C5.1.JY.2017,FALSE,13559,temperate shrubland biome,rhizosphere,soil,110.314683,20.009017,soil
14989.soil.hip.UTK.K016.08.2017.Jan.21.day15,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.hip.UTK.K016.08.2017.Jan.21.day15
990.KA2U.E.10,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841126,Block_2_Unfertilized_station_E_position_10 KA2U.E.10
1711.KAJ5.1,TRUE,1711,rangeland biome,farm soil,soil,35.52,0.15,"Kenya Agriculture Soil Sample, Farm 5 Plot 1"
1702.BL2,TRUE,1702,montane shrubland biome,mountain,soil,128.1,42.4,soil from  530m
14989.soil.hip.SHSU.2016.024.2016.04.15.day1,FALSE,14989,dense settlement biome,research facility,soil,-95.476,30.745,11271.soil.hip.SHSU.2016.024.2016.04.15.day1
755.LSSF.GAMMA.D10.14.07.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-4.284,55.873,samples of sand from labscale_slow_sand filter with sterile sand: water purification system
2104.CP16.r,FALSE,2104,urban biome,park,soil,-73.97364,40.76607,soil
1526.CrustControlR3,TRUE,1526,Large river biome,dam,soil,-110.958,37.275,GlenCanyon_mokiccr3
14989.soil.ctrl.SHSU.2016.007.2016.04.21.day7,FALSE,14989,dense settlement biome,research facility,soil,-95.476,30.745,11271.soil.ctrl.SHSU.2016.007.2016.04.21.day7
14871.NGS19.191,FALSE,14871,alpine tundra biome,proglacial,soil,12.63387984,47.13125031,Soil metagenome
2105.CP437,TRUE,2105,urban biome,park,soil,-73.95872,40.78507,CP437 soil sample from Central Park
14989.soil.face.SHSU.2016.007.2016.04.23.day9,FALSE,14989,dense settlement biome,research facility,soil,-95.476,30.745,11271.soil.face.SHSU.2016.007.2016.04.23.day9
11116.A09A085.1198106,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I29A082
1883.2010.016.Crump.Artic.LTREB.main.lane3.NoIndex,TRUE,1883,tundra biome,tundra,soil,-149.59605,68.6256,bank soil
10156.BCWL2.3,TRUE,10156,freshwater biome,freshwater wetland,wetland soil,-76.3058889,42.3875389,wetland soil sample  BCWL2.3
11116.L18A061.1194962,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I16A084
928.CO2,FALSE,928,grassland biome,grassland soil,soil,-105.3333333,40.58333333,soil sample CO2
990.KA3F.A.25,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840732,Block_3_Fertilized_station_A_position_25 KA3F.A.25
11176.3x.090715.182.1,TRUE,11176,cropland biome,plant-associated habitat,rhizome,-79.77,34.18,rhizome 3x.090715.182.1
2105.CP435,TRUE,2105,urban biome,park,soil,-73.9566,40.78735,CP435 soil sample from Central Park
1030.TVF.2010.Loc3.D10.Rep3,TRUE,1030,forest biome,forest soil,soil,-145.69,64.33,Tanana Valley Forest Fire year 2010 Mineral layer Location03 Replicate03
10246.PP.B5,FALSE,10246,tundra biome,tundra,soil,-119.2980278,76.22805556,tundra sample PP-B5
10141.G.skin.body.T6.2,TRUE,10141,urban biome,animal-associated habitat,skin,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
1642.MS00278,TRUE,1642,cropland biome,alluvial paddy field soil,soil,138.937,35.117,Bulk soil Nipponbare MS00278
11116.A28B082.1196851,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I24A076
2382.SH008.C6.HA.5.749.leav.9.12.lane8.NoIndex.L008.sequences,TRUE,2382,cropland biome,vineyard,leaves,-72.5285,41.01446,Leaves
755.LSSF.DELTA.D10.22.07.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-4.284,55.873,samples of sand from labscale_slow_sand filter with dirty sand: water purification system
10082.v08.st2.r2,TRUE,10082,cropland biome,vineyard,Soil,-122.41012,38.4714,"soil sample from vineyard alley, at vineyard 08 site 2"
11519.17A030709.s2.2D,FALSE,11519,temperate grassland,grassland,soil,105.24323,40.04707,entrance
10156.F1.4,TRUE,10156,freshwater biome,freshwater wetland,wetland soil,70.69562,41.88269,wetland soil sample  F1.4
10141.D.soil.T1.1.ReDay30,TRUE,10141,temperate desert biome,desert sand,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
2104.CP13.r,FALSE,2104,urban biome,park,soil,-73.9752,40.76543,soil
14989.soil.ctrl.UTK.K016.09.2017.Jan.15.day9,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.09.2017.Jan.15.day9
1530.NC.C.U4.D1.80,FALSE,1530,permafrost biome,forest soil,soil,-146.592,65.367,Nome Creek Control  U4 Depth 0-10cm
990.KA1U.A.17,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841522,Block_1_Unfertilized_station_A_position_17 KA1U.A.17
10246.PP.I5,FALSE,10246,tundra biome,tundra,soil,-119.2980278,76.22805556,tundra sample PP-I5
1530.NC.C.U1.D5.49,FALSE,1530,permafrost biome,forest soil,soil,-146.592,65.367,Nome Creek Control  U1 Depth 40-50cm
755.SSFA.L2.D30.19.04.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.906,samples of sand from slow_sand filter water purification system
11116.A19D070.1194204,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I23A091
13114.pinto.62.s020,FALSE,13114,tropical broadleaf forest biome,insecta-associated habitat,soil,-84.60522,9.77672,Soil from the side of the garden chamber
10082.v01.st2.r1,TRUE,10082,cropland biome,vineyard,Soil,-122.40153,38.473865,"soil sample from vineyard alley, at vineyard 01 site 2"
619.HI.20.57a.3,FALSE,619,tropical broadleaf forest biome,forest soil,soil,-155.289,19.93042,soil core
11116.L18A090.1197076,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I08A068
990.KA3F.E.15,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840733,Block_3_Fertilized_station_E_position_15 KA3F.E.15
10142.011.3.10.2013.Soil.LKnee.SiteD,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,011.3.10.2013.Soil.LKnee.SiteD
11116.L13A062.1196625,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A19B061
10143.016.5.19.2013.Soil.LKnee.SiteD,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,016.5.19.2013.Soil.LKnee.SiteD
11116.A30B100.1194208,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A31C103
11116.I22A066.1196497,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L04A076
1024.RU006.C181.RH.1.377.rhizo.9.11.G1.L00,TRUE,1024,cropland biome,vineyard,rhizosphere,-72.49418,41.00934,Rhizosphere
11116.A.wk20.14a.1197828,FALSE,11116,cropland biome,field,bulk soil,-76.702,42.754,sample A18D100
2105.CP730,TRUE,2105,urban biome,park,soil,-73.95463,40.79121,CP730 soil sample from Central Park
11116.L16A105.1197869,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A14C064
10143.016.4.17.2013.Soil.Torso.2,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,016.4.17.2013.Soil.Torso.2
1030.TVF.2010.Loc5.D10.Rep5,TRUE,1030,forest biome,forest soil,soil,-145.69,64.33,Tanana Valley Forest Fire year 2010 Mineral layer Location05 Replicate05
10142.011.3.4.2013.Soil.RHip.SiteB,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,011.3.4.2013.Soil.RHip.SiteB
1035.UQ279,TRUE,1035,polar desert biome,cold temperature habitat,rocky sand,163.748,-78.053,antarctic sand
1792.L24A096,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.47994,42.48424,L24A096 from site CML228
1521.GB1.s.6.1.sequences,FALSE,1521,grassland biome,grassland soil,soil,-111.45,39.33,soil sample GB1
11116.L17A077.1194480,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L16A118
10082.v04.st2.r3,TRUE,10082,cropland biome,vineyard,Soil,-122.43889,38.47901,"soil sample from vineyard alley, at vineyard 04 site 2"
11116.I09A086.1196667,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I26A079
10141.G.skin.head.T1.2,TRUE,10141,urban biome,animal-associated habitat,skin,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
10346.SD33SED,FALSE,10346,marine benthic biome,sea floor,marine sediment,-80.0894,26.1673,Soil sample from sampling site
10141.G.soil.T5.3,TRUE,10141,temperate grassland biome,agricultural soil,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
714.Soil.S.cntr.T5.1,FALSE,714,ENVO:terrestrial biome,ENVO:soil,soil,-105.27,40.01,sterile_soil.soil.5
10082.v11.st1.r3,TRUE,10082,cropland biome,vineyard,Soil,-122.34193,38.29354,"soil sample from vineyard alley, at vineyard 11 site 1"
10145.WB.4C.SO,TRUE,10145,marine benthic biome,high tide zone,beach sand,-128.14,51.66,WB-4C sample swash
11116.L11A098.1194182,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A30B064
10141.BLANKplate6.3,TRUE,10141,urban biome,research facility,control blank,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
10311.1GSEPTEMBER,FALSE,10311,temperate biome,saline marsh,soil,6.1954,53.307,soil sample replicate 1GSEPTEMBER
2382.HE003.C181.HA.2.756.bulk.9.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,soil,-72.53056,41.01036,Bulk_soil
14627.ERNBL1.R,TRUE,14627,Mangrove biome,plant-associated habitat,Leaves,-67.17510499,18.02797434,leaves
619.HI.20.42a.2,FALSE,619,tropical broadleaf forest biome,forest soil,soil,-155.289,19.93042,soil core
11116.L16A078.1196430,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A09B100
11116.L15A090.1196730,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L16A070
14989.soil.ctrl.UTK.K016.07.2017.Jan.24.day18,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.07.2017.Jan.24.day18
1024.DPOO1.C1.HA.1.22.rhizo.6.11.G1.L00,TRUE,1024,cropland biome,vineyard,rhizosphere,-72.4617,41.02536,Rhizosphere
11116.L17A071.1197956,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L16A100
14627.BMS2.4.R,TRUE,14627,Mangrove biome,organic matter fall,Soil,-67.17510499,18.02797434,soil
14989.soil.hip.CMU.16.04.2016.mo.day11,FALSE,14989,dense settlement biome,research facility,soil,-108.55,39.08,11271.soil.hip.CMU.16.04.2016.mo.day11
10180.F11II,FALSE,10180,cropland biome,agricultural soil,soil,-47.7969,-21.7333,F11II Soil sample
755.SSFA.L2.D20.28.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.906,samples of sand from slow_sand filter water purification system
1792.I10A096,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.50188,42.44396,I10A096 from site M162W
14989.soil.face.CMU.17.10.2017.08.21.day13,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.face.CMU.17.10.2017.08.21.day13
11176.1x.072115.130.1,TRUE,11176,cropland biome,plant-associated habitat,rhizome,-96.48,41.22,rhizome 1x.072115.130.1
2223.338R.BC0051,FALSE,2223,temperate coniferous forest biome,forest soil,soil,105.391,40.039,10_2010_not_burned_22
2104.CP724,FALSE,2104,urban biome,park,soil,-73.9539,40.79095,soil
755.SSFB.L1.D30.14.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.203,55.905,samples of sand from slow_sand filter water purification system
1609.winter.control.60.3,FALSE,1609,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,winter.control.60.3
11116.L09A104.1197171,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I05A071
